country,country_code,date_added,has_expired,job_board,Job_Description,Requirement,Job_Title,Job_Type,Location,Organization,Page_URL,Salary,Sector,Uniq_ID
United States of America,US,,No,jobs.monster.com,"BUSINESS ANALYST (UI / UX) – CONTRACT TO PERM – IRVING, TXResponsible for producing project definition documents, business requirements, and helping their IT department define the solution based upon their business requirements. Business Analyst Skills & Requirements:- BA or BS in a design-related field- Project Management experience- General knowledge of UI design/wireframing- Understand of SQL/ability to understand reports- Experience documenting business rules, processes, and data models- Experience developing business cases- Experience with report definition- Experience with wireframe tools such as: Axure - Experience with Microsoft ProjectFollow us on our BLOG to see more jobs like this: http://dallas.vereduscorp.com / Why Veredus?Candidates work with a professional Recruiter whose average experience is eight years in the industry. That means they have intimate knowledge of the Information Technology industry and market trends - who is in demand now and who will be next. Your Veredus Recruiter will lead you through a thorough screening process in order to understand your skills, experience, needs, and desires. They also counsel their candidates in resume writing, interviewing, and career planning so when there’s a position you really want, you’re fully prepared to get it. . Additionally, if the position is a consulting opportunity Veredus provides full benefits starting Day 1, and at virtually no cost to you. • Medical • Dental • Vision • 401K • Life Insurance ($20,000 benefit)• ATOP - Accrued Time Off Program• Consultant Lunches and Outings • Consultant Web-Site• Name Plates• Care packages/Survival packs• Dedicated Consulting Services RepresentativeVeredus has been recognized as one of the “Best Staffing Firms to Work For” by Staffing Industry Analysts the last 3 years in a row. Nervous about an upcoming interview? Want to be as prepared as possible?Click on the link below and you will have access to the Veredus Interview Prep Video - culled from hundreds of years of collective experience in preparing candidates for that all important job interview: http://vereduscorp.com/career-center / Veredus Corporation is an EEO/Affirmative Action Employer M/F/D/V.Drug testing may be required; please contact Recruiter for more information.",,Business Analyst (UI/UX),Full Time Temporary/Contract/Project,"Dallas, TX",Computer/IT Services,http://jobview.monster.com/business-analyst-ui-ux-job-dallas-tx-us-168964102.aspx?mescoid=1500123001001&jobPosition=7,35.00 - 50.00 $ /hour,IT/Software Development,877bf957fdc9153fea0d587ad410715f
United States of America,US,,No,jobs.monster.com,"Business / Systems Analyst-Redmond, WA-12 Month ContractDid you know that Gartner positioned CompuCom as a Leader in its Magic Quadrant for End User Outsourcing? Come work for the leader today!Our client is the world's leading software organization seeking a candidate to create, maintain and evaluate diverse business requirements for Service Now Performance Analytics reporting solution.Tasks: * Creating reports and dashboards * Working on the list of reports to be created and self-managing reports getting done * Possibly assisting colleagues in understanding / providing knowledge on the report work * Understanding issues / functions not working properly in production and providing analysisRequirements: * 2-5 years' experience in the creation, updates and maintenance of dashboards; includes creating jobs, sources, indicators, breakdowns, and custom dashboards * ServiceNow experience * Experience working independently and running ServiceNow Performance Analytics requiredPosition is open to out-of-state candidates willing to relocate at their own expense.W2 only, no Corp to Corp. We are unable to sponsor H1B visas at this time.**CompuCom supports Employment Equity and Diversity**CompuCom Systems, Inc., a global company headquartered in Dallas, Texas, provides IT managed services, infrastructure solutions, consulting and products to Fortune 1000 companies committed to enhancing their end users' experience. Founded in 1987, privately held CompuCom employs approximately 11,500 associates. For more information, visit www.compucom.com",,Business / Systems Analyst,"Full Time , Temporary/Contract/Project","Los Angeles, CA ",Computer Hardware Computer Software Computer/IT Services,http://jobview.monster.com/business-systems-analyst-2-job-los-angeles-ca-us-169018995.aspx?mescoid=1500123001001&jobPosition=9,,Experienced (Non-Manager),f751772fa77136c56808bbbd4fd80f81
United States of America,US,,No,jobs.monster.com,"« back Learn More Data Analyst II Job #:  672687Engagement Type: NoShort Description: Data Analyst II C2 Clearance: Candidate(s) submitted must be able to obtain a C2 clearance. Please make sure candidate(s) understand how in-depth the C2 process will be prior to submission so they understand the expectations.CANDIDATE TECHNICAL BACKGROUND: -- Research and Analysis Experience (Required, 2 years) -- Experience with Root Cause Analysis Facilitation Note: Root Cause Analysis Facilitation experience is KEY for this position. Candidate needs to be able to understand technical terminology, have strong analytical skills, and be able to actively ask intelligent questions in order to get to the root cause of 'why' an issue occurred, etc.Strong analytical thinking is a MUST for this role. -- Data Analysis Experience -- Experience communicating with Upper Management -- Experience with Microsoft Access -- Experience with Microsoft Excel Note:Candidate MUST be very proficient with Excel. Candidate(s) need to have experience manipulating data, experience with pivot tables, SUMIFs, etc) -- Experience with Microsoft Word -- Experience with Microsoft PowerPoint -- Experience with Process Improvement Techniques (Nice To Have) -- Experience with Information Technology Terminology -- Experience with Standard Hardware and Application familiarity -- Excellent Written Communication -- Strong Statistical Background -- Knowledge of ITIL (Nice To Have) -- Microsoft Visio (Nice To Have) -- Experience with SQL or DB2 (Nice To Have)DAILY JOB RESPONSIBILITIES: -- Will serve on the Problem Management team apart of the strategic ITIL initiative. -- Daily data analysis and communication with System Managers on potential problems their systems may be experiencing. -- Identify problems with BlueCross BlueShield Applications or Hardware and facilitate the problem-resolution with system owners to reduce or eliminate the problems. -- Coordinate and join meeting-to-gather analytical data for root-cause and problem resolution and then compile into a cohesive document. -- Update access database and create and manipulate reports in access.SYSTEM(S) THE CONTRACTOR WILL INTERACT WITH/BE RESPONSIBLE FOR: Access Database, Excel Reports,INFO PRIMARY WORKING RELATIONSHIP(S) INSIDE AND OUTSIDE THE ORGANIZATION: Managers and Senior Management. Candidates much have strong verbal communication and presentation skills.WORKING HOURS/CONDITIONS: -- 8:00 AM EST - 5:00 PM EST / Cubicle.-- MUST Able to work MANDATORY overtime, as needed. Please note though, that any overtime worked must be approved by the manager.TEAM SIZE: 4JOB DESCRIPTION: 40% -- Reviews, extracts and analyzes data to be used in formulation of procedures, processes and other requirements. Provides reports of relevant activity to be used to identify problematic areas and to provide basis for modification and/or elimination of operations issues.30% Coordinates and joins meetings to gather analytical data for root-cause analysis and problem resolution and then compile into a cohesive documents and update access database with data.20% -- Assists with development of complex analysis and sophisticated data compilation, verification, and interpretations to guide divisional efforts. Performs focused analyses as needed. Creates data search programs to identify pertinent data needed to provide supporting documentation for system or operational enhancements/changes.10% -- Documents reporting procedures so other staff can run ad hoc reports independently. Designs, codes, and maintains complex database programs for the extraction and analysis of data to support financial and operational decisions. Performs other duties as assigned         EEO EmployerApex Systems LLC is an Equal Opportunity/Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, and other protected characteristics. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 866-612-2739.Learn More $('span#TrackingJobBody a').each(function (i, v) { if ($(v).attr('href')) { var href = $(v).attr('href').toLowerCase(); if (href.match(""^http"")) { switch (true) { case /facebook/.test(href): $(v).attr('mns_rt', 'NonJob-Facebook'); break; case /linkedin/.test(href): $(v).attr('mns_rt', 'NonJob-Linkedin'); break; case /twitter\.com/.test(href): $(v).attr('mns_rt', 'NonJob-Twitter'); break; case /plus\.google\.com/.test(href): $(v).attr('mns_rt', 'NonJob-GooglePlus'); break; case /youtube/.test(href): $(v).attr('data-track', 'Client-Social-Youtube'); break; case /http[s]?\:\/\/([a-z0-9\-\.]{1,}\.[a-z]{2,})[\/]?$/.test(href): $(v).attr('data-track', 'Client-Link-Homepage'); break; default: $(v).attr('mns_rt', 'jobcustomapplyonline'); break; } } } });",,Data Analyst II,Full Time Employee,"Richland, SC",Computer/IT Services,http://jobview.monster.com/data-analyst-ii-job-richland-sc-us-168998771.aspx?mescoid=1300087001001&jobPosition=1,,Experienced (Non-Manager),08ae44d10a34366c0ff9133de7283948
United States of America,US,,No,jobs.monster.com,"DATA ANALYST – CONTRACT – IRVING, TX• Well versed in Excel, have an understanding of databases and data sources and will ideally have experience in a finance environment.• Ability to collect and analyze the data and provide a written summary and recommendation of the results.• Self-driven and motivated to discover ‘next steps’ to complete tasks and be comfortable tracking down data owners within the organization and being persistent about getting the data they need.• Strong in pivot tables, vlookups and data structuring and analysisFollow us on our BLOG to see more jobs like this: http://dallas.vereduscorp.com / Why Veredus?Candidates work with a professional Recruiter whose average experience is eight years in the industry. That means they have intimate knowledge of the Information Technology industry and market trends - who is in demand now and who will be next. Your Veredus Recruiter will lead you through a thorough screening process in order to understand your skills, experience, needs, and desires. They also counsel their candidates in resume writing, interviewing, and career planning so when there’s a position you really want, you’re fully prepared to get it. . Additionally, if the position is a consulting opportunity Veredus provides full benefits starting Day 1, and at virtually no cost to you. • Medical • Dental • Vision • 401K • Life Insurance ($20,000 benefit)• ATOP - Accrued Time Off Program• Consultant Lunches and Outings • Consultant Web-Site• Name Plates• Care packages/Survival packs• Dedicated Consulting Services RepresentativeVeredus has been recognized as one of the “Best Staffing Firms to Work For” by Staffing Industry Analysts the last 3 years in a row. Nervous about an upcoming interview? Want to be as prepared as possible?Click on the link below and you will have access to the Veredus Interview Prep Video - culled from hundreds of years of collective experience in preparing candidates for that all important job interview: http://vereduscorp.com/career-center / Veredus Corporation is an EEO/Affirmative Action Employer M/F/D/V.Drug testing may be required; please contact Recruiter for more information.",,Data Analyst,Full Time Temporary/Contract/Project,"Irving, TX",Computer/IT Services,http://jobview.monster.com/data-analyst-job-irving-tx-us-168963926.aspx?mescoid=1300087001001&jobPosition=5,0.00 - 20.00 $ /hour,IT/Software Development,fc43fddd648a256769af027388dbb1fc
United States of America,US,,No,jobs.monster.com,"« back Learn More IT Business Analyst - HS Job #:  664946Software Asset Management (SAM)Pleasanton, CAITAM is responsible for managing both hardware and software assets owned/ leased by the company.  ITAM has launched a multi-year foundational program to implement foundational capabilities for SAM across the organization.  Starting 2014, the program has started to incrementally roll-out the SAM capabilities across the organization to deliver business value to the business owners/ consumers of software asset data. The Solution Consulting Senior for Software Asset Management (SAM) will be responsible for reviewing the design and implementing the SAM processes organization-wide, to effectively manage software license keys across the lifecycle, which includes acquisition, policy definition, software tagging, discovery, compliance monitoring, maintenance/ chargeback support and retirement of software assets.  This role will include day-to-day operational responsibilities relating to software management with the goal of ensuring quality, integrity and usability of software data and contracts within the asset management system.  In this capacity, this individual will work with the necessary stakeholders, both internal and external, to ensure that necessary processes are being followed and software asset information is being updated into the asset repository in a timely manner. Essential Functions:Track software acquisition requests and related license keysHelp update and maintain software asset management databasePerform reconciliation of entitled and deployed software productsWork with internal and external groups to research software asset management issuesCompile, sort, and verify the accuracy of software asset dataImplement and extend the processes for SAM internally and deliver value added services to ITAM customers by supporting key management, compliance reporting, license management, software reclaim and reuse, internal audit of software, procurement planning and forecasting, long-range planning and budgeting, etc.Work with cross-organizational stakeholders to promote adoption of the SAM processes and technologies to ensure quality, accuracy and usability of software data within the asset management systemReview and confirm interpretation of the licensing terms and conditions with Contract Owners within Supplier Management Office and implement necessary capabilities to track and report on contract complianceSupport compliance reporting which is presented to IT executives and leadership on a periodic basis and facilitate necessary corrective actions across the organizationImplement capabilities, policies, processes and technologies to support external organizations with procurement, use, distribution, renewal and retirement of all software licenses and registrationsDevelop and implement processes to actively track license usage and proactively report licensing trends to technology owners and facilitate timely decisions; identify savings opportunities related to renewals, software licensing, and services and partner with appropriate stakeholders to realize benefitsParticipate in day-to-day operations and provide ongoing technical/ functional guidance to the software team for effective license administration and management across the lifecycle; ensure stakeholder satisfactionMature and extend SAM processes (e.g., software tagging, receiving, media library, etc.) across the enterprise for both COTS and internally developed softwareImplement tools and processes for SAMMaintain Software Service Catalog to include relevant titles that can be requested by end-userImplement software tagging conceptsDevelop/ deploy compliance reporting for executive managementCollaborate across cross-functional teams Responsible for cross-team collaboration to mitigate any and all compliance and exposure risksBasic Qualifications:Bachelor's degree in Business, Technology or related field and/or 4 years of equivalent experience.A minimum of 3 years of experience in analytical role; experience working with IT software.Understanding of IT hardware.Understanding of PVU/RVU calculations and licensing metrics.Proficiency in Microsoft Excel.Knowledge of Unix, Windows, and virtualized architecture.Knowledge of Unix, Windows operating system commands and scripting language.Experience working in IT asset management highly desirable.Detail-oriented, proactive, and highly organized.Working knowledge of databases and SQL scripting/ queries.Preferred Qualifications:Understanding of software license terms and conditions a must.Progressive IT experience in roles of increasing responsibility relating to software asset management Prior hands-on experience in implementing scalable SAM technologies and processes to discover, track and manage software licensing across large enterprises with independently operating business unitsPrior hands-on experience with IBM tools for software asset management (specifically Tivoli suite of products)Recent industry experience in software asset management with primary responsibility for license tracking, and compliance monitoring Strong team player with great interpersonal skills, willing to partner and engage with the Business Operations leadership to deliver substantive, business value-add to the operations Collaborative style and ability to influence at all levels of the organization through large group presentations as well as individual and small group communications; ability to gain confidence and support of customers and team members          EEO EmployerApex Systems LLC is an Equal Opportunity/Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, and other protected characteristics. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystemsinc.com or 866-612-2739.Learn More",,IT Business Analyst,Full Time Employee,"Pleasanton, CA",Computer/IT Services,http://jobview.monster.com/it-business-analyst-hs-job-pleasanton-ca-us-169021587.aspx?mescoid=1500123001001&jobPosition=19,,Experienced (Non-Manager),fd1842e579bc07accf829744195f78c3
United States of America,US,,No,jobs.monster.com,"RESPONSIBILITIES:Kforce has a client seeking a Data Analyst in Plano, Texas (TX).Overview: This request is to perform data analysis on various delivery metrics to look for areas where there are opportunities for improvement, efficiencies, and improved performance. Performing data analysis on various operating metrics to identify anomalies, trends, etc. that could indicate areas for improvement. They will use tools such as MiniTab and Excel.REQUIREMENTS: Bachelor's degree in Information Technology, Computer Science, Computer Engineering or relevant field Six Sigma and Green or Black Belt Certifications are desired Data Analysis Communication/Presentation - They will need to be able to present and communicate their findings to various levels of leadershipKforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.",,Data Analyst,"Full Time, Temporary/Contract/Project","Plano, TX 75023",,http://jobview.monster.com/data-analyst-plano-job-plano-tx-us-176543227.aspx?mescoid=1300087001001&jobPosition=8,,Experienced (Non-Manager),fbb20081308b534c7a52708935448a05
United States of America,US,,No,jobs.monster.com," Job ID:  93067 Oldcastle Architectural Products (APG) is North America’s leading manufacturer and supplier of concrete masonry, dry mix, and hardscape products. Additional strong national positions are also found in packaged lawn and garden products. The business produces and markets brands you know such as Belgard® hardscapes and Sakrete® cement mixes. With over $2B in sales, APG operates across 33 states and 6 Canadian provinces through a network of over 165 operating locations and more than 5,000 employees. Summary The Business Analyst will support the Retail Account Management team by performing general analysis functions including but not limited to reporting, forecasting, budget preparation, margin analysis, and sales analysis.  Evaluate information and generate various sales, inventory, and customer order reports; analyze business trends, and provide the results of this analysis to internal and external customers.  Use advanced data visualization tools such as Tableau to provide an enhanced, easy to understand interface for our users.  Gain an understanding of how our existing internal database works; provide occasional updates to tables, security, and perform occasional troubleshooting.  Essential Duties and Responsibilities  Generate reports summarizing sales, inventory levels, orders, service levels, etc.Set up and maintain product level data for all categoriesAnalyze diagrams of product layout in storesAnalyze trends in retail sales, inventory, and shipping dataAnalyze product mix shift with intent of improving profitabilityAnalyze merchandising tests to determine better in-store selling methodsAnalyze financial impact of changes in: service levelsin-store displaysadvertising and promotional spendFoster relationships with retail teams and operational management teamIdentify areas for process improvements and implement changeAccount analysisPrice / Cost analysisPerform other duties as assigned Requirements 4 year business degree or equitable work experienceKnowledge of Business Intelligence systems; Tableau preferredProactively communicate and collaborate with external and internal customersEngage in multiple initiatives simultaneouslyStrong analytical skills required, including a thorough understanding of how to interpret customer business needs and translate them into application and operational requirementsStrong verbal and written communication skills and the ability to interact professionally with a diverse management teamUnderstanding of retail sales preferred What Oldcastle Offers You A culture that values opportunity for growth, development, and internal promotionHighly competitive base payComprehensive medical, dental and disability benefits programsGroup retirement savings programHealth and wellness programs About Oldcastle Oldcastle has a long and proud heritage as one of North America’s largest corporations. We are a proud reflection of the hundreds of family businesses, local and regional companies and mid to large sized enterprises that together form the Oldcastle family. Oldcastle operates with a decentralized, diversified structure, letting you work in a small company environment while having the career opportunities of a large enterprise. Oldcastle is a great place to grow! If you’re up for a rewarding challenge, we invite you to take the first step and apply today! Please complete your online application and profile which will be sent directly to the appropriate Hiring Manager. Thank you for your interest in the Oldcastle family! Follow Oldcastle Careers on Facebook, Twitter, Instagram, Google+, Pinterest, WordPress (Career Blog) and LinkedIn! Oldcastle Architectural is an Affirmative Action and Equal Opportunity Employer.EOE/Vet/Disability--If you want to know more, please click on this link. Oldcastle Architectural is part of the Oldcastlecareers™ network.#CAN#90 ",,Business Analyst,Full Time Employee,"Atlanta, GA",,http://jobview.monster.com/business-analyst-atlanta-ga-job-atlanta-ga-us-177278126.aspx?mescoid=1300087001001&jobPosition=10,,,0786dad7a65e5bf8765034dc6a7a4702
United States of America,US,,No,jobs.monster.com,"The Judge Group's client is looking for a Business Analyst with some SharePoint development experience for a contract role located in Atlanta, GA (by the airport).ROLE/RESPONSIBILITIESStrong skills with Microsoft Office Suite (Word, Excel, PowerPoint), SharePoint development, VBscripting, Java scripting, and some HTML.Duties would consist of approximately 40% SharePoint and 60% project management.Responsible for the coordination and completion of projects within the department.Oversees all aspects of projects.Sets deadlines, assigns responsibilities, and monitors and summarizes progress of project.EXPERIENCE8+ years of Business Analysis experience3+ years of SharePoint experience",,Business Analyst,"Full Time, Employee","Atlanta, GA",Computer/IT Services,http://jobview.monster.com/business-analyst-w-sharepoint-development-exp-job-atlanta-ga-us-178344319.aspx?mescoid=1300087001001&jobPosition=15,,IT/Software Development,205b0026f3438b9b90f6aab421e18f1d
United States of America,US,,No,jobs.monster.com,"Our client is looking for a Business Analyst / Tableau Developer for a long-term contract role located in Atlanta, GA (by the Airport). JOB DESCRIPTIONThis role offers an excellent chance to join a team that has embraced; and is leading the way, in self-service reporting and data visualization.The role of the Tableau Developer is to support the business through the creation of various reports that give visibility into areas of focus.This role will be responsible for eliciting requirements from business owners for projects and then performing the necessary analysis and documentation to ensure the reports are made to meet the requirements.The role holder will work closely with business leads as well as technical teams such as the Business Intelligence group to accomplish their tasks.ROLE/RESPONSIBILITIES Understand, document and prioritize high level business requirementsEnsure User Stories are defined accuratelyBecome and remain knowledgeable on key business processes and systems and how they operate/integrateProvide expertise and advice to business unit owners, leaders, project teams, and other support teamsIdentify gaps in the application functionality and work to provide solutionsProvide efficient project processes and deliverables to shorten the project life cycle, where applicableFacilitate and Participate in regular project status reviewsConvert high-level User Requirements into executable, detailed User Stories to enable developmentVisual Modelling (i.e. Wireframes, flow charts skills)Develop interactive Tableau dashboardsPerform scheduled reporting tasksProvide data and explanations for ad-hoc requestsMentor and develop other team members to become more proficient with TableauREQUIRED SKILLS/EXPERIENCEBachelor’s degree in Engineering, Computer Science, Information Science, Business/Management, Mathematics/Statistics, Economics or other relevant quantitative field required and 18+months of experience in analysis, information science, data visualization, or other relevant quantitative field OR Master’s degree and 0-2 years relevant experience requiredExperience of working in a report building role3+ years of SQL/Query writing experience1+ years creating Tableau dashboardsAble to demonstrate the ability to understand customer and business needs and requirements, and convert them into a compelling product vision and ability to create detailed, well-written documentation for a variety of audiences.Excellent stakeholder management and influencing skillsExperienced in delivering consumer oriented features in a technologically enabled environmentExcellent problem solving, analytic, people, project management and communication skillsBusiness process re-engineering and optimization skills and experienceProven experience across the full project lifecycle (from initiation through to realization) within both structured and agile project environmentsAbility to adapt and learn quickly in a changing environmentDemonstrated ability to perform with a high level of accuracyDESIRED SKILLS/EXPERIENCEPreferably come from a development backgroundExposure to ASP.net/C#/JavaScript/AngularJS is a plusSAS experience is a plusExperience in data modelling, reporting and business intelligence is a plusAn entrepreneurial drive and track record of achieving stretch goals in a fast paced environment",,Business Analyst / Tableau Developer,"Full Time, Employee","Atlanta, GA",Computer/IT Services,http://jobview.monster.com/business-analyst-tableau-developer-job-atlanta-ga-us-178006535.aspx?mescoid=1300087001001&jobPosition=11,,IT/Software Development,74a2ef6fba788965b84f9594871c7de9
United States of America,US,,No,jobs.monster.com,"RESPONSIBILITIES:Kforce has a client that is looking for a Business Analyst in Austin, TX.Roles and Responsibilities: Requirements Elicitation - Researching and interviewing Facilitation - Preparing and leading workshops (e.g., JAD) and information-gathering sessions Requirements Determination - Using structured, repeatable processes for documenting, analyzing and validating requirements Business Analysis - Evaluating information from multiple sources; decomposing high-level information into details; abstracting low-level information; distinguishing requests vs needs; distinguishing requirements from solutions; and classifying, synthesizing, and prioritizing requirements OO Analysis - Using UML models, use cases and object-oriented approaches to capture, structure and communicate business needs Structured Requirements: Capturing details with precision; driving out ambiguity; ensuring consistent understanding across clients, designers and testers Business Process Modeling - Documenting and diagramming current state business processes, then deriving and documenting/diagramming desired/future state high-level business processes Scope Management - Defining scope, managing expectations, and identifying potential change Requirements Management - Creating and maintaining baselines and traceability Change Management - Identifying, assessing and managing changes Issue and Risk management - Identifying, managing, mitigating and escalating Creativity and Problem Solving - Bringing innovative ideas to complex problems Collaboration - Building relationships and working effectively with internal and external teams, at all organizational levelsREQUIREMENTS: Educational background should include a Bachelor's degree in a technical or business discipline or equivalent experience and a minimum of 6 years related experience or a Master's degree and a minimum of 4 years of experience Experience in an industry domain Flexibility - Candidates must be flexible and able to adapt quickly and confidently to rapidly changing roles, objectives and priorities Leadership - Ability to communicate vision clearly; providing inspiration, mentoring and feedback Effective Presentations - Preparing and delivering at the right level of detail for each audience and deliver with a communicative, professional and engaging styleEffective Communication Skills: Verbal - Explaining, questioning, exploring and listening Written - Presenting information and communicating concepts to business and technical audiences at all levelsOptional Skills: Knowledge and understanding of retirement systems is a huge advantageKforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.",,Business Analyst,"Full Time, Temporary/Contract/Project","Austin, TX 78701",,http://jobview.monster.com/business-analyst-job-austin-tx-us-178326595.aspx?mescoid=1300087001001&jobPosition=15,,Experienced (Non-Manager),ddd336e042e7fb4c051fd69cd7a5c3a0
United States of America,US,,No,jobs.monster.com,"Job Description Job #:  669536Position Title:Sr. PeopleSoft AnalystDuration:PermanentLocation:Houston, TX (Texas Medical Center)Pay:Negotiable, based on experienceState Date:ASAPSummary:We are searching for a Senior Systems Analyst - someone who works well in a fast-paced hospital setting. In this position, you’ll organize and administer the configuration and development of Integrated Delivery Systems; devise and design functional/technical requirements of systems; and be charged with the documentation and development of well-defined methods, procedures, programs, and configurations in the delivery of systems.Responsibilities:Analyzes and conducts the design and modification of Integrated Delivery System systemsImplements and controls the configuration and development of systemsAdministers program and system testsDevelops system documentationMaintains systemsCoordinates activities and information dissemination with manager, other Information Services personnel, users, and vendorsDevelop and maintain effective relationships with business stakeholders to understand business needs and translate them into systems and reporting solutionsParticipates in strategic planning and Hospital-wide data planningQualifications:Bachelor’s degree in computer science or related fieldA minimum of three (3) years of major system design and implementation experienceA Master’s degree or an equivalent combination of education and related work experience may be substituted for those specified aboveMaster’s of Science Degree preferredExperience in PeopleSoft Supply Chain Management working with eProcurement, Purchasing, Inventory modules requiredComplete understanding of the interaction between Purchasing/ePro, Inventory, and General LedgerFunctional Design, Configuration, Systems Integration, Test Script DevelopmentWork with other analysts to coordinate the production support, configuration, setup, maintenance, customizations and enhancements of PeopleSoft Supply Chain applicationProject management or project leadership experience preferredKnowledge at expert level of current application and system development techniquesKnowledge of relational databases, appropriate programming languages, data structures, associated computer hardware, computer networking, a variety of operating systems, and client/server data processing techniquesAbility to demonstrate logicPlease contact Ryan Tepera at rtepera@apexsystemsinc.com to apply.EEO EmployerApex Systems LLC is an Equal Opportunity/Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, and other protected characteristics. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystemsinc.com or 866-612-2739.EEO EmployerApex Systems LLC is an Equal Opportunity/Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, and other protected characteristics. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystemsinc.com or 866-612-2739.",,Sr. Systems Analyst,Full Time Employee,"Job Description Job #:  669536Position Title:Sr. PeopleSoft AnalystDuration:PermanentLocation:Houston, TX (Texas Medical Center)Pay:Negotiable, based on experienceState Date:ASAPSummary:We are searching for a Senior Systems Analyst - someone who works well in a fast-paced hospital setting. In this position, you’ll organize and administer the configuration and development of Integrated Delivery Systems; devise and design functional/technical requirements of systems; and be charged with the documentation and development of well-defined methods, procedures, programs, and configurations in the delivery of systems.Responsibilities:Analyzes and conducts the design and modification of Integrated Delivery System systemsImplements and controls the configuration and development of systemsAdministers program and system testsDevelops system documentationMaintains systemsCoordinates activities and information dissemination with manager, other Information Services personnel, users, and vendorsDevelop and maintain effective relationships with business stakeholders to understand business needs and translate them into systems and reporting solutionsParticipates in strategic planning and Hospital-wide data planningQualifications:Bachelor’s degree in computer science or related fieldA minimum of three (3) years of major system design and implementation experienceA Master’s degree or an equivalent combination of education and related work experience may be substituted for those specified aboveMaster’s of Science Degree preferredExperience in PeopleSoft Supply Chain Management working with eProcurement, Purchasing, Inventory modules requiredComplete understanding of the interaction between Purchasing/ePro, Inventory, and General LedgerFunctional Design, Configuration, Systems Integration, Test Script DevelopmentWork with other analysts to coordinate the production support, configuration, setup, maintenance, customizations and enhancements of PeopleSoft Supply Chain applicationProject management or project leadership experience preferredKnowledge at expert level of current application and system development techniquesKnowledge of relational databases, appropriate programming languages, data structures, associated computer hardware, computer networking, a variety of operating systems, and client/server data processing techniquesAbility to demonstrate logicPlease contact Ryan Tepera at rtepera@apexsystemsinc.com to apply.EEO EmployerApex Systems LLC is an Equal Opportunity/Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, and other protected characteristics. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystemsinc.com or 866-612-2739.EEO EmployerApex Systems LLC is an Equal Opportunity/Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, and other protected characteristics. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystemsinc.com or 866-612-2739.",Computer/IT Services,http://jobview.monster.com/sr-systems-analyst-job-houston-tx-us-169861091.aspx?mescoid=1500123001001&jobPosition=5,,Experienced (Non-Manager),a00bcab5920cf117e07044873a564ad7
