advertiser_url,company,employmenttype_jobstatus,job_description,jobid,job_location,job_title,postdate,skills,uniq_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.dice.com/jobs/detail/Business-Analyst-w%2526%252347-Mortgage-Loan-Exp-eDataForce-consulting-LLC-Dallas-TX-75201/10265021/eDFTBALOANTX?icid=sr552-19p&q=&l=Dallas,%20TX",eDataForce consulting LLC,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Part Time, 12 Months Contract","ABOUT eDataForce: ""eDataForce Consulting LLC is a results-driven, professional services company. We understand strategy, technology, and process. Our experienced professionals collaborate with clients to activate and accelerate critical business initiatives in three key ways: Develop actionable business and technology strategies; Optimize existing business process and technology investments; Implement knowledge/information sharing technologies"".=========================== Please contact your ""eDataForce "" recruiter (KRISHNA)   for immediate consideration.   Phone # 972.782.2800 OR e-Mail : ejobs@edataforce.com  *** “US citizens and those authorized to work in the US are encouraged to apply.  We are unable to sponsor H1b candidates at this time.” ***_______________________________________________________________________________________________________________ eDataForce is seeking for a Prefer LOCAL candidate for: Sr. Business Analyst w/ Mortgage Loan Exp.  Our Client is looking for 10+ years of experience as a BAAt least 3+ Mortgage Origination experience (Origination experience is important…….  Note:  Servicing experience does not count)Experience writing BRD/FRD, Use case diagrams, Visio workflows etc.Experience working in agile and waterfall environmentExperience using XML for system to system communication======= BRD is the document which explaines Business basis requirements like cost of the project and based on the cost list the task and SRS(Software Requirement Specification) tells detailed concept of the project like functionality,which database and application ASP or Java.Use case Diagram denotes the over all project concept in that diagram.FDR- writing functional requirements    ** Excellent Communication is a MUST** *** We are unable to sponsor H1b candidates at this time. *** ========================================================Come join eDataForce Team and enjoy the benefits…………. apply todayeDataForce offers great benefits package including Medical and Dental insurance, paid time off, life Insurance, 401(k)investment, Bonus plans and much more… eDataForce consulting LLC is an Equal Opportunity Employer  ",Dice Id : 10265021,TX,Business Analyst,14 hours ago,"Business Analyst w/ Mortgage Loan Exp; Use case, agile ,XML,Visio Workflow",ad5adbb00cc23c81c103cd79e8e2e267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.dice.com/jobs/detail/SQL-DBA-%2526%252345-Staff-Position-Vertex-Solutions-Inc.-Plano-TX-75024/10310739/756535?icid=sr595-20p&q=&l=Dallas,%20TX",Vertex Solutions Inc.,Full Time,"SQL Server DBA needed for a FT position with my client in Fort WorthBase salary plus great benefitsSend resumes to sharyn@vertexsolutionsinc.comSQL DATABASE ADMINISTRATORInformation Technology Fort Worth, TexasJob SummaryThe Database Administrator’s role is to design, install, monitor, maintain, and performance tune production databases while ensuring high levels of data availability. The Database Administrator’s role is to design, install, monitor, maintain, and performance tune production databases while ensuring high levels of data availability. This individual is also responsible for developing, implementing, and overseeing database policies and procedures to ensure the integrity and availability of databases and their accompanying software.Job Responsibilities• Assess and develop long-term strategic goals for production databases in conjunction with data owners and department managers.• Work with application development staff to develop database architectures, coding standards, and quality assurance policies and procedures.• Create models for new database development and/or changes to existing ones.• Install and configure relevant network components to ensure database access as well as database consistency and integrity.• Respond to and resolve database access and performance issues.• Monitor database system details within the database, including stored procedures and execution time, and implement efficiency improvements.• Design and implement redundant systems, policies, and procedures for disaster recovery and data archiving to ensure effective protection and integrity of data assets.• Monitor, optimize and allocate physical data storage for database systems.• Plan and coordinate data migrations between systems.• Develop, implement, and maintain change control and testing processes for modifications to databases.• Create, or support creation of, required reports in response to business user needs.• Conduct research and make recommendations on database products, services, protocols, and standards in support of procurement and development efforts.• Perform database transaction and security audits.• Establish appropriate end-user database access control levels.• Develop routines for end-users to facilitate best practices database use.• Manage and/or provide guidance to junior members of the team.• Provide support after hours, weekends, and holidays as needed. On call rotationJob Qualifications• College diploma or university degree in the field of computer science and/or equivalent work experience.• ""Highly desired"" the Microsoft Certified Solutions Associate (MCSA) for Microsoft SQL Server 2008 or for Microsoft SQL Server 2012. Microsoft Certified Solutions Expert (MCSE).• 5+ years installation and deployment of databases via SQL Server.• 5+ years creation and automation of backup plans.• 3+ years testing disaster recovery scenarios.• 3+ years managing database security.• 3+ years performance tuning.• 5+ years data modeling.• 5+ years scripting.• 5+ years of Transact SQL, DTS,• 3+ Years of SQL Server Integration Services (SSIS)• 3+ years of Microsoft Reporting Services (SSRS)• Strong understanding of database structures, theories, principles, and practices.• Working technical experience with designing, building, installing, configuring and supporting database servers, including SQL Server 2000, 2005, 2008, 2008 R2 and SQL Server 2012.• Working technical experience with designing, building, installing, configuring and supporting Microsoft SQL Server 2008 R2 Reporting Services• Hands-on database tuning and troubleshooting experience.• Experience with data processing flowcharting techniques.• Project management experience.• Good understanding of the organization’s goals and objectives.• Knowledge of applicable data privacy practices and laws.• Good written and oral communication skills.• Strong technical documentation skills.• Good interpersonal skills.• Ability to conduct research into database issues, standards and products as required.• Ability to present ideas in user-friendly language.• Highly self motivated and directed.• Keen attention to detail.• Proven analytical and problem-solving abilities.• Ability to effectively prioritize and execute tasks in a high-pressure environment.• Strong customer service orientation.Experience working in a team-oriented, collaborative environment. ",Dice Id : 10310739,TX,SQL Database Administrator,15 hours ago,sql server database DBA administrator MCSE diaster reovery modeling data ssis ssrs dts scripting security reporting processing flowcharting privacy,24edc9a8178e8031dd19028b05947b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.dice.com/jobs/detail/Business-Analyst-%2528E-Commerce%2529%2526%252345%2526%252345DFW%2526%252345%2526%252345Locals-ONLY-Voluble-Systems-LLC-Dallas-TX-75254/90975901/EcommerceBA?icid=sr594-20p&q=&l=Dallas,%20TX",Voluble Systems LLC,"Contract Corp-To-Corp, Contract Independent, Contract W2, 6+mo","We are looking for a Business Analyst (Ecommerce)for a position based in Dallas, TX.Please let us know if you have got any candidates available and share profiles ASAP so that we can proceed.Please find below complete job details for your perusal and kindly share only local candidates to TX who are available for F2F interview with client.(H1B, GC or USC) will do.Job description:Title: Business Analyst (Ecommerce)Start date: ASAPDuration: 6+ monthsLocation: Dallas, TX Job Description: Bachelor's degree in computer science, engineering, math or related field.Combination of 7+ years of experience in relevant industry business practices, business consulting, and/or technical consulting.5+ Years of Business Analysis experience.Proven capability of interfacing with clients, managing their demands and expectations and challenging appropriately to truly understand the business need and requirements.Proven experience in successfully leading requirement elicitation workshops.Must have very good eCommerce experience.Experience in AGILE Methodology.Effectively lead and collaborate within various business functions.Experience and ability to work independently, particularly as a member of a virtual or geographically dispersed team.Excellent written and verbal communication skills.Must be an extremely quick learner willing to get into details as/when required.Strong written and verbal communication and presentation skills.Interest in developing the organization, building and documenting processes, and evaluating tools.",Dice Id : 90975901,TX,Business Analyst,15 hours ago,"Ecommerce, Business Analysis, AGILE",95ac80cfc5623d36bd60fb2e85c42ee7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.dice.com/jobs/detail/Big-Data-Architect-ICST%252C-LLC-Boston-MA-02112/cst/TRICSTD?icid=sr2857-96p&q=&l=Boston,%20MA","ICST, LLC","Full Time, Contract Independent, Contract W2, C2H Independent, C2H W2","Architect a multi-tier data pipeline to feed data into an OLTP application in addition to an analytics environment• Design and build schemas to handle large scale interactive reporting• Design and build ETL/ELT process to move data through the data processing pipeline. • Manage complex data dependencies across datasets and incremental data loading workflows.• Be a fearless leader in championing smart design• Love scaling systemsWhat Skills should you have? • Must have firm understanding of database systems – Data modeling, SQL query Processing and Transactions Know how to scale systems and make them fast!• Experience debugging and tracing SQL performance issues• Solid understanding of software development from design and architecture to production.• Large scale DW, MPP, Redshift, or similar technologies• Solid math skills.• The ability to present impromptu and via a whiteboardBonus points for: • Experience with the Hadoop ecosystem (HBase/Hive/map reduce)• Experience working in AWS• Knowledge of Tableau• Experience with Redshift or ParAccel/Actian Matrix• Experience with Pentaho Kettle• Linux basics• Big, Big bonus if you know a programming language or two.ContactKoushikkpegellapati@i-cst.com207-221-2927",Dice Id : cst,MA,Big Data Developer,3 weeks ago,"ELT. ETL, data dependencies,Data modeling,Hadoop,SQL queries",c70414ca0a50dd56dd8bd3d3d258fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.dice.com/jobs/detail/Lead-Software-Engineer-SimSTAFF-Tewksbury-MA-01876/10181602/782978?icid=sr2995-100p&q=&l=Boston,%20MA",SimSTAFF,Full Time,"Job Purpose:The Lead Engineer holds many responsibilities including contributing to the advancement of technical development projects, assisting with the design and enhancement of proprietary data link software systems and providing day to day supervision to a team of Software Engineers.  The Lead Engineer may also be responsible for working with customers and prospects to identify the best technical solutions for their unique application needs. In depth knowledge and experience with C++ skills is required.Duties and Responsibilities:Guide team development efforts towards successful project delivery adhering to established quality standardsProvide technical leadership to teammates through coaching and mentorship.Assist in the collection and documentation of user's requirements, estimates and work plansAnalyze and resolve technical and application problemsProvide recommended solutions for complex business problemsScope development efforts, and provide reliable resource and timeline estimates and actively communicate refinements as necessaryTravel to customer sites and industry trade shows may be required (10-25%)Required skills/experience:C++ programming development in Windows and Linux environmentsAbility to work well both independently and as part of a teamAbility to focus on and complete tasks with attention to detail and organizationExperience with full lifecycle of the software engineering process including functional specification, design, implementation, and testingExperience with TCP/IP, UDP, SocketsApplication development in Windows/Linux environment (not web only)BS/BE Degree in Software Engineering or 5+ years equivalent experience Highly desired skills/experience:5-8 years software development (design & programming) experiencePrior experience in a technical leadership positionJava and/or C# experienceMS Visual Studio 2008/2010 or EclipseHighly desired skills/experience (cont.):Experience with machine to machine middleware, especially Data Distribution Service (DDS)Experience with source code management toolsExperience developing multi-threaded applicationsExcellent written and verbal communication skillsAlso desired:Experience implementing C++ POSIX compliant framework such as Boost, ACE, POCOExperience with Java programmingExperience developing fielded mission critical software applicationsExperience developing GUI software for Windows or JavaData Link operational or programming experienceMaster’s Degree  Additional Requirements:Candidate must possess or be able to obtain a US Security Clearance.Candidate must possess or be able to obtain a valid US passport",Dice Id : 10181602,MA,Software Engineer,1 month ago,"C++, C#, Window, Linux, TCP/IP, UDP, Sockets",41c6009932ffb54de984f5a10967aff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.dice.com/jobs/detail/Systems-Administrator-Specialty-Senior-Mitchell-Martin-Fort-Worth-TX-76101/mitchmar1/MITCA000J3796?icid=sr478-16p&q=&l=Dallas,%20TX",Mitchell Martin,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Contract","Our client, the leading international insurance organization, is seeking a Systems Administrator. Location: Fort Worth, TX  Position Type: Contract Skills Required: -Besides needing to have a very strong Wintel Administrator skillset, the ability to troubleshoot and communicate are very key aspects. -Knowledge of backup applications and hardware (IBM ProtecTIER, HP Data Protector, and/or Net Backup) preferred. -EMC certification preferred. -Communicate effectively, both verbally and in writing, with colleagues throughout the corporation. -Listen to customers concerns to exceed their expectations. -Multitask and prioritize to meet required schedules; exercise prudent time management. Job Description: -Working knowledge of primarily WinTel and secondary knowledge of Unix (Solaris, Linux, AIX) platforms is helpful. -Able to troubleshoot and resolve Level 3 problems, failures, and configurations, as well as network-related and system-related issues. -Use excellent business communication skills at all levels, especially for documentation. -Maintain flexible working style; change directions as business needs change. -Work independently or in a team-oriented, collaborative environment with diverse individuals. -Use exemplary time-management skills; work within strict time-frames to meet or improve deadlines. -At least 6 year(s) of working experience in supporting Level 3 Windows platform in large management. -Good experience in supporting VMWare -To provide systems administration, maintenance and support for Open Systems environment specializing in Windows OS -Provide escalation support for Windows 2003/2008/2012 OS Platforms -Provide escalation support for Windows 2003 and 2008 cluster platforms -Provide support for Active Directory domains and domain controllers -Work with other groups to restore service in accordance to the established SLA for the incident.  -Examples of other groups are Backup, Messaging, Network, Production Support, Middleware, DBA, etc. -Support SAN component upgrades (HBA firmware/ drivers). -Works with client and storage with DASD/ volume redesign, data migrations and storage reclamation -Participate in Changes Management -Ensure enterprise servers are compliant to various corporate standards -Keep up-to-date the procedures and processes for the group. Draft new ones when emerged. -Undertake special assignments and projects as instructed -Research and evaluate new technologies, products and services and recommend acquisition and modifications as they relate to client application needs -Review system performance measurement tools and prepare exception reports for management review -Perform other related duties as assigned or required.",Dice Id : mitchmar1,TX,Systems Administrator ,12 hours ago,"AIX, DBA, Firmware, Hardware, IBM, Linux, Management, Middleware, Research, Solaris, Systems Administrator, Unix, VMware, Windows",8a5a943edc8835e47af955aec7379b54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.dice.com/jobs/detail/Business-Intelligence-%2526%252345-Tableau-FocuzMindz-Fort-Worth-TX-76101/10366878a/ap_3921_tx?icid=sr670-23p&q=&l=Dallas,%20TX",FocuzMindz,"Contract Corp-To-Corp, Contract Independent, Contract W2, 6 Months"," Work Location: Fort Worth, TX 76131 Job Title: IT - Technology Lead | Business Intelligence - Visualization | Tableau *MandatoryMust Have Skills 1. Tableau Nice to have skills Above 6+ yearsEducation/ Certifications (Required): B.E.Top 3 responsibilities you would expect the Subcon to shoulder and execute*:1. Design and Develop Tableau reports2. Customer meeting and requirements gathering 3. Interact with offshore for a smooth delivery",Dice Id : 10366878a,TX,Business Intelligence Analyst,16 hours ago,Tableau,db310b9b53eef21b87efd98636070d71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.dice.com/jobs/detail/Systems-Analyst-Robert-Half-Technology-Coppell-TX-75019/rhalfint/04010-0008972544?icid=sr291-10p&q=&l=Dallas,%20TX",Robert Half Technology,"C2H Corp-To-Corp, C2H Independent, C2H W2","Seeking Systems Analyst with heavy experience within SCCM, Active Directory, and Quest. Within Active Directory the responsibilities will include: *Adding and deleting users *The manipulation of the GPOs *Managing Role based security *The set up of Dynamic Groups Within Quest the responsibilities will include: *Distribution of policies, including admin policies *Distribution of the Work Flow policies SCCM: *Create packages for remediation of other vulnerabilities *Deploy management clients to servers *Asset Inventory Send updated resume to Megan Collins at megan.collins@rht.com. Job Requirements Essential Job Functions: *Acts as IS Department liaison with all other departments in the definition, design, selection and implementation of all software enhancements or additions. *Provides backup support to IS staff. *Fundamental understanding of Enterprise *Content Management, workflows, cross-departmental analysis, systems integration, hosted and premise systems, data modelling and data cubes as well as enterprise software, systems and capabilities. *Provides level two technical support for end users (internal and external) for computer software application support issues. *Fundamental understanding of OCM/BPM activities and BPM mapping/fit gap analysis. *Participates in system training sessions in conjunction with Human Resources as part of new employee orientation. *Prepare and maintain the Information *Systems Training manual for all departments. *Acts as liaison to outsourced desktop support vendor *Performs upgrades to PC operating system and desktop application software as required. *Enhances knowledge related to field through educational opportunities. *Performs all other related duties as assigned Knowledge: *Complete and thorough knowledge of Microsoft Office suite of products is required. Employee must also have working knowledge of PC hardware and software operating systems. Project administration and management, customer service management, and database development. *Familiarity with SCCM and MDM policies is required as is 1 years of experience administering Office 365, Microsoft Outlook, Exchange and Sharepoint. 2 years of experience in an outsourced desktop support environment is preferred along with development of SOP's for sourced vendors. Experience with SOAP/REST web services, JSON and XML exchanges as well as fundamental understanding of their application is desirable. Experience: *A Bachelor's Degree in Information Systems or equivalent is required. *Microsoft certifications are desired. *Employee must have excellent technical background with experience in PC software support. *Employee must have a minimum of three years' experience of administration of multiple computer/software systems. Send updated resume to Megan Collins at megan.collins@rht.com.",Dice Id : rhalfint,TX,Systems Analyst,8 hours ago,"Analysis, Analyst, Content Management, Customer Service, Database, Desktop Support, Development, Exchange, Hardware, Management, Outlook, PC, Project, Security, SOAP, XML",fe08dac0253e8d86bfa5a56f0a8f59c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.dice.com/jobs/detail/SQL-DBA-Vertex-Solutions-Inc.-Fort-Worth-TX-76102/10310739/824241?icid=sr465-16p&q=&l=Dallas,%20TX",Vertex Solutions Inc.,"Full Time, FT","The Database Administrator’s role is to design, install, monitor, maintain, and performance tune production databases while ensuring high levels of data availability.The Database Administrator’s role is to design, install, monitor, maintain, and performance tune production databases while ensuring high levels of data availability. This individual is also responsible for developing, implementing, and overseeing database policies and procedures to ensure the integrity and availability of databases and their accompanying software.Job ResponsibilitiesAssess and develop long-term strategic goals for production databases in conjunction with data owners and department managers.Work with application development staff to develop database architectures, coding standards, and quality assurance policies and procedures.Create models for new database development and/or changes to existing ones.Install and configure relevant network components to ensure database access as well as database consistency and integrity.Respond to and resolve database access and performance issues.Monitor database system details within the database, including stored procedures and execution time, and implement efficiency improvements.Design and implement redundant systems, policies, and procedures for disaster recovery and data archiving to ensure effective protection and integrity of data assets.Monitor, optimize and allocate physical data storage for database systems.Plan and coordinate data migrations between systems.Develop, implement, and maintain change control and testing processes for modifications to databases.Create, or support creation of, required reports in response to business user needs.Conduct research and make recommendations on database products, services, protocols, and standards in support of procurement and development efforts.Perform database transaction and security audits.Establish appropriate end-user database access control levels.Develop routines for end-users to facilitate best practices database use.Manage and/or provide guidance to junior members of the team.Provide support after hours, weekends, and holidays as needed.  On call rotationJob QualificationsCollege diploma or university degree in the field of computer science and/or equivalent work experience.""Highly desired"" the Microsoft Certified Solutions Associate (MCSA) for Microsoft SQL Server 2008 or for Microsoft SQL Server 2012. Microsoft Certified Solutions Expert (MCSE).5+ years installation and deployment of databases via SQL Server.5+ years creation and automation of backup plans.3+ years testing disaster recovery scenarios.3+ years managing database security.3+ years performance tuning.5+ years data modeling.5+ years scripting.5+ years of Transact SQL, DTS,3+ Years of SQL Server Integration Services (SSIS)3+ years of Microsoft Reporting Services (SSRS)Strong understanding of database structures, theories, principles, and practices.Working technical experience with designing, building, installing, configuring and supporting database servers, including SQL Server 2000, 2005, 2008, 2008 R2 and SQL Server 2012.Working technical experience with designing, building, installing, configuring and supporting Microsoft SQL Server 2008 R2 Reporting ServicesHands-on database tuning and troubleshooting experience.Experience with data processing flowcharting techniques.Project management experience.Good understanding of the organization’s goals and objectives.Knowledge of applicable data privacy practices and laws.Good written and oral communication skills.Strong technical documentation skills.Good interpersonal skills.Ability to conduct research into database issues, standards and products as required.Ability to present ideas in user-friendly language.Highly self motivated and directed.Keen attention to detail.Proven analytical and problem-solving abilities.Ability to effectively prioritize and execute tasks in a high-pressure environment.Strong customer service orientation.",Dice Id : 10310739,TX,SQL Database Administrator,11 hours ago,SQL DBA,132c780ccaa81bf73629282f4f537ec6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.dice.com/jobs/detail/Business-Intelligence-Developer-%2526%252345-WebFocus-Federal-Reserve-Bank-Dallas-TX-75201/10113194a/249061?icid=sr143-5p&q=&l=Dallas,%20TX",Federal Reserve Bank,Full Time,"Job DescriptionContributes to the development of Business Intelligence (BI) presentation systems of moderate complexity to provide the necessary tools for a business user to discover information in their data. Works under general direction and a clear framework of accountability with substantial autonomy.Primary ResponsibilitiesDevelops the user interface for the presentation of information from data , including the multidimensional semantic layer and metadata, query objects, dynamic data views, report templates, etc., as per user requirements. Designs, tunes and manages the presentation tool and applications environment. Works with the Data Architect to implement the required data presentation in the specified data store.Creates and delivers end-user training and documentation and provides second-line support to users who develop reports on behalf of their departmental colleagues.Keeps abreast of the BI tool market so as to be able to ensure a good fit between the BI application environment and business requirements. Contributes to the BI tool selection process as per the user requirements.Contributes to BI tool and application standards for the project.Minimum QualificationsMust have at least 5 years of experience developing and supporting SQL development with a relational database, including the creation of queries for the purpose of extracting specific sets of data for reporting and/or analysis purposes, as well as creating views, functions and stored procedures. Must be able to demonstrate that experience, including being to write, debug and performance tune SQL logic.Must have verifiable experience with a large scale database management system, such as or Microsoft SQL Server, Oracle, Sybase, or DB2.Must have verifiable experience developing reporting and analytical solutions used by the business, whether static reporting, a Business Intelligence system, and/or other decision support system.Must have good technical skills, such as being able to provide basic troubleshooting of Microsoft Windows applications, install and configure software on a server, etc.Must have at least 3 years of experience with designing, developing and deploying WebFOCUS based solutions, including synonyms, reports, and dashboards. Experience with Tableau, SSRS will be considered a plus. Experience with the Unified Process or Agile techniques, a plus.Key CompetenciesIn addition to the above requirements, candidates will be measured against the following competencies: Action Oriented: Enjoys working hard; is action oriented and full of energy for the things that he/she sees as challenging; seizes opportunities when they arise. Approachability: Is easy to approach and talk to; spends the extra effort to put others at ease; builds rapport well; is a good listener; is sensitive to and patient with the interpersonal anxieties of others. Learning on the Fly: Learns quickly when facing new problems; a relentless and versatile learner; open to change; quickly grasps the essence and the underlying structure. Technical Learning: Is good at learning new industry, company, product, or technical knowledge as well as business skills. Team Oriented: Is a good team player and not just as a sole contributor.Presentation Skills: Is effective in a variety of formal presentation settings; is effective both inside and outside the organization, on both cool data and hot and controversial topics. Written Communications: Is able to write clearly and succinctly in a variety of communication settings and styles; can get messages across that have the desired effect. Education and Experience Bachelors degree in Computer Science, Software Engineering or Management Information Systems is required. Certified Business Intelligence Professional (CBIP) or equivalent certification a plus. Equivalent education and/or experience may be substituted.Work Hours and Conditions 8:00 a.m. to 5:00 p.m., Monday through Friday. Overtime as required by project schedules or management. Travel up to 10%NOTES:By federal law, this position requires that candidates fall within one of the following citizenship categories: (1) U.S. citizen, (2) U.S. national, (3) U.S. permanent residents who are not yet eligible to apply for naturalization, or (4) U.S. permanent residents who have applied for naturalization within six months of being eligible to do so. This position may be filled at various levels based on candidates experience and departmental needs. The candidate selected will be required to pass a background and credit check.",Dice Id : 10113194a,TX,Business Intelligence Developer,2 hours ago,WebFocus,f4357cfc3494533f37477be29341317d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.dice.com/jobs/detail/SQL-Database-Administrator-TEKsystems%252C-Inc.-Dallas-TX-75270/10105424/5865449-797?icid=sr66-3p&q=&l=Dallas,%20TX","TEKsystems, Inc.",C2H W2,"A TEKsystems client in Memphis is seeking a Sr. SQL Database Administrator to assist with the migration from an end of life CRM. They will be joining a team of 2 .Net developers and the on site solutions architect at their Dallas, TX facility. This facility also serves as their Co-Lo for the data center in Memphis. Along with managing the back end migration, this resource will also be responsible for ensuring that the new configuration will meet their standards of high availability and performance. **Candidate must be able to work W2.Requirements:1) SQL Server 2012 (Administration, Cluster, High Availability groups, Query performance, creating SQL database Structure).2) Creation and Deployment of SSIS packaging and SSRS and ability to create the back end SQL scripts, and T-SQL scripting.3) SQL Server monitoring and real time backup and code review. About TEKsystems:Join TEKsystems®, a leading IT staffing, IT talent management and IT services firm, and get your career on the fast track. We have more than 100 offices worldwide, and we partner with over 6,000 clients and place over 80,000 consultants per year. At TEKsystems, we seek to understand our consultants' skills, goals and interests, allowing us to present targeted job opportunities on a contract, contract-to-hire or direct placement basis. TEKsystems' leadership in the market stems from our sincere and personal commitment to driving the success of our customers, consultants and each other.",Dice Id : 10105424,TX,SQL Database Administrator,2 hours ago,SQL Database Administrator,beb00baeebf3a05aba1058bdb9c88116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.dice.com/jobs/detail/Business-Analyst-Kforce-Inc.-Lewisville-TX-75067/kforcecx/ITAQG1588505?icid=sr345-12p&q=&l=Dallas,%20TX",Kforce Inc.,"Contract W2, Temp","RESPONSIBILITIES:Kforce has a client in Lewisville, Texas (TX) that is seeking a Business Analyst.Essential Functions:* Liaison between the lines of business and the Development team* Analyzes Business Requirements to understand the business needs and to determine how their applications can best functionally fulfill those needs* Combine knowledge of what the business wants with knowledge of how the systems are built and used to create a functional designs across applications; this high level functional design is used by BAs of all levels within the group as a basis for their low-level functional design* Responsible for coaching and mentoring less experienced team members* This position should typically be used for an advanced or lead level resourceREQUIREMENTS:* 5 - 7+ years of professional Information Technology experience in a large enterprise environment* Demonstrated understanding of Risk Management and IT Controls concepts and terminology* Experience working and supporting 3rd party applications and finalizing SOW's based on business requirements* Strategic and technical thinking, understanding of systems, infrastructure and various types of applications* Experience with Project/Program Management and various concepts or methodologies* Experience with ETL and data mapping is preferred* Experience with application development (.Net or Java) is preferred* Strong problem resolution, written and verbal communication and listening skills* Stakeholder engagement skills, including ability to interact with third party vendors, PMO, AD team, serve as a trusted partner to various technology and business stakeholders* Ability to adapt to changing business priorities; flexibility is keyKforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.",Dice Id : kforcecx,TX,Business Analyst,1 hour ago,"Analyst, Application, Applications, Business Analyst, Business Requirements, Development, IT, Java, Management, Project, Risk Management, Systems",6edf2dce6d440104f0ad626d8d5587b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.dice.com/jobs/detail/Data-Analyst-Austin-Fraser-USA-Dallas-TX-75270/10347650/5808-924?icid=sr127-5p&q=&l=Dallas,%20TX",Austin Fraser USA,Full Time,"Data Analyst Overview Searching high and low for a Data Analyst with about 3 years of solid SQL experience. ETL is a must and scripting in Python is preferred, but strong RStudio can be a substitute. Must be able to hit the ground running with Tableau. AWS on snowflake is the current setup, so skill there is an absolute plus. Benefits -Outstanding health and dental coverage for employee and family-Flex schedule-Quarterly and Annual performance bonuses Responsibilities -Working with the Senior Data Analyst and Data Analyst Manager.-Provide intel to both programmers and User Acquisition teams in order to grow and improve current products while making predictions for upcoming projects.-Heavy Scripting-Heavy Tableau usage Tech Stack 3 years as a Data Analyst with- SQL-Tableau-ETL tools (Airflow, Informatica, etc.)-Python (or RStudio)- AWS (snowflake, Hadoop as EMR) Data Analyst, SQL, Python, Tableau, ETL, RStudio, Snowflake, AWS, Hadoop",Dice Id : 10347650,TX,Data Analyst,2 hours ago,"Data Analyst, SQL, Python, Tableau, ETL, RStudio, Snowflake, AWS, Hadoop",65baae128b2488e4ec316577c07ce72a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
